id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1595 , "3HSPJ170052.7+332431" , "" , "17 00 52.66" , "+33 24 30.99" , "1.4" , "0.08" , "-12.5" , 0.13 , "" , "" , "2WHSPJ170052.6+332430"
1596 , "3HSPJ170054.4+462853" , "" , "17 00 54.36" , "+46 28 53.0" , "2.7" , "0.06" , "-12.8?" , 0.06 , "" , "" , "2WHSPJ170054.2+462853"
1597 , "3HSPJ170132.3+381103" , "" , "17 01 32.28" , "+38 11 03.01" , "3.9" , "0.05" , "-13?" , 0.04 , "" , "" , "2WHSPJ170132.2+381103"
1598 , "3HSPJ170238.5+311543" , "5BZBJ1702+3115" , "17 02 38.53" , "+31 15 42.98" , "6.8" , "0.17" , "-12.3" , 0.2 , "4FGL J1702.6+3114" , "1.4" , "2WHSPJ170238.5+311542"
1599 , "3HSPJ170409.6+123421" , "" , "17 04 09.58" , "+12 34 20.99" , "30.1" , "" , "-11.9" , 0.5 , "4FGL J1704.2+1234" , "2.58" , ""
1600 , "3HSPJ170433.8-052840" , "" , "17 04 33.83" , "-05 28 40.0" , "10.2" , "" , "-11.9" , 0.5 , "4FGL J1704.5-0527" , "2.18" , "2WHSPJ170433.7-052840"
1601 , "3HSPJ170534.8+604215" , "5BZBJ1705+6042" , "17 05 34.81" , "+60 42 15.01" , "3.3" , "0.23" , "-12.5" , 0.13 , "" , "" , "2WHSPJ170534.7+604215"
1602 , "3HSPJ170622.7+063847" , "" , "17 06 22.74" , "+06 38 47.0" , "44.4" , "0.34" , "-12.4" , 0.16 , "" , "" , "2WHSPJ170622.6+063847"
1603 , "3HSPJ170807.8+473223" , "" , "17 08 07.76" , "+47 32 22.99" , "16" , "0.06" , "-12.7" , 0.08 , "" , "" , "2WHSPJ170807.6+473222"
1604 , "3HSPJ170941.6+623918" , "" , "17 09 41.63" , "+62 39 18.0" , "1.2" , "0.03" , "-12.9" , 0.05 , "" , "" , "2WHSPJ170941.5+623918"
1605 , "3HSPJ171002.0+552033" , "" , "17 10 02.1" , "+55 20 33.0" , "0.8" , "" , "-12.3" , 0.2 , "" , "" , "2WHSPJ171002.1+552033"
1606 , "3HSPJ171008.1+610223" , "" , "17 10 08.9" , "+61 02 22.99" , "1.2" , "" , "-12.5" , 0.13 , "" , "" , "2WHSPJ171008.8+610222"
1607 , "3HSPJ171105.9+120813" , "" , "17 11 05.88" , "+12 08 12.98" , "38.3" , "0.13" , "-12.4" , 0.16 , "" , "" , "2WHSPJ171105.8+120812"
1608 , "3HSPJ171108.7+024404" , "" , "17 11 08.69" , "+02 44 03.98" , "17.7" , "1.35" , "-12" , 0.4 , "1BIGB_J171108.5+024403" , "1.87" , "2WHSPJ171108.5+024403"
1609 , "3HSPJ171116.6+572518" , "" , "17 11 16.64" , "+57 25 18.01" , "5.9" , "0.12" , "-12.4" , 0.16 , "" , "" , "2WHSPJ171116.6+572518"
1610 , "3HSPJ171248.8+293116" , "5BZBJ1712+2931" , "17 12 48.77" , "+29 31 15.99" , "17" , "0.15" , "-11.8" , 0.63 , "4FGL J1712.7+2932" , "1.58" , ""
1611 , "3HSPJ171405.4-202752" , "" , "17 14 05.44" , "-20 27 51.98" , "8.5" , "2.06" , "-11.3" , 2 , "4FGL J1714.0-2029" , "1.34" , "2WHSPJ171405.3-202751"
1612 , "3HSPJ171419.8+371612" , "" , "17 14 19.79" , "+37 16 12.0" , "16.2" , "" , "-12.5?" , 0.13 , "" , "" , "2WHSPJ171419.6+371612"
1613 , "3HSPJ171427.4+560155" , "5BZBJ1714+5601" , "17 14 27.37" , "+56 01 54.98" , "6.5" , "0.09" , "-12.7" , 0.08 , "" , "" , "2WHSPJ171427.3+560154"
1614 , "3HSPJ171531.5+205935" , "" , "17 15 31.49" , "+20 59 35.01" , "26.6" , "0.24" , "-12.2" , 0.25 , "" , "" , "2WHSPJ171531.3+205935"
1615 , "3HSPJ171553.3+884415" , "" , "17 15 53.29" , "+88 44 14.99" , "12" , "0.15" , "-12.3" , 0.2 , "4FGL J1713.7+8844" , "1.57" , "2WHSPJ171553.2+884414"
1616 , "3HSPJ171610.2+433756" , "" , "17 16 10.19" , "+43 37 55.99" , "1.8" , "0.04" , "-12.7" , 0.08 , "" , "" , "2WHSPJ171610.0+433755"
1617 , "3HSPJ171622.9+480246" , "" , "17 16 22.93" , "+48 02 45.99" , "4.4" , "0.04" , "-12.6" , 0.1 , "" , "" , "2WHSPJ171622.9+480245"
1618 , "3HSPJ171841.4+360522" , "" , "17 18 41.41" , "+36 05 21.98" , "13.6" , "0.07" , "-12.7" , 0.08 , "" , "" , "2WHSPJ171841.4+360521"
1619 , "3HSPJ171902.3+552434" , "" , "17 19 02.33" , "+55 24 33.98" , "1.8" , "0.09" , "-12.5" , 0.13 , "" , "" , "2WHSPJ171902.2+552433"
1620 , "3HSPJ171921.5+120721" , "" , "17 19 21.49" , "+12 07 21.0" , "57.6" , "0.19" , "-12.4" , 0.16 , "4FGL J1719.3+1205" , "2.08" , "2WHSPJ171921.4+120721"
1621 , "3HSPJ172035.0+100511" , "" , "17 20 34.96" , "+10 05 11.0" , "17.6" , "0.3" , "-12.6" , 0.1 , "" , "" , "2WHSPJ172034.9+100511"
1622 , "3HSPJ172504.3+115215" , "5BZBJ1725+1152" , "17 25 04.33" , "+11 52 14.98" , "120.9" , "1.88" , "-10.9" , 5.01 , "4FGL J1725.0+1152" , "1.89" , "2WHSPJ172504.3+115214"
1623 , "3HSPJ172658.2+263437" , "" , "17 26 58.24" , "+26 34 36.98" , "34.6" , "0.32" , "-12.3" , 0.2 , "" , "" , "2WHSPJ172658.2+263436"
1624 , "3HSPJ172818.6+501310" , "5BZBJ1728+5013" , "17 28 18.62" , "+50 13 09.98" , "201.2" , "2.46" , "-10.8" , 6.31 , "4FGL J1728.3+5013" , "1.96" , "2WHSPJ172818.5+501309"
1625 , "3HSPJ172838.3+704102" , "" , "17 28 38.34" , "+70 41 02.0" , "5.8" , "0.06" , "-12.3" , 0.2 , "" , "" , "2WHSPJ172838.2+704102"
1626 , "3HSPJ172918.8+525559" , "5BZBJ1729+5255" , "17 29 18.77" , "+52 55 59.01" , "16.2" , "0.34" , "-11.9" , 0.5 , "" , "" , "2WHSPJ172918.7+525559"
1627 , "3HSPJ173044.8+380454" , "" , "17 30 44.79" , "+38 04 54.01" , "7.3" , "0.08" , "-12.6" , 0.1 , "" , "" , "2WHSPJ173044.6+380454"
1628 , "3HSPJ173329.0+451950" , "5BZGJ1733+4519" , "17 33 28.96" , "+45 19 50.01" , "34.9" , "0.13" , "-12.6" , 0.1 , "" , "" , "2WHSPJ173328.9+451950"
1629 , "3HSPJ173605.3+203301" , "5BZBJ1736+2033" , "17 36 05.25" , "+20 33 01.0" , "24.8" , "0.08" , "-11.6" , 1 , "4FGL J1736.0+2033" , "1.72" , "2WHSPJ173605.2+203301"
1630 , "3HSPJ173842.5+382102" , "" , "17 38 42.47" , "+38 21 02.01" , "13.4" , "0.4" , "-12.1?" , 0.32 , "" , "" , "2WHSPJ173842.4+382102"
1631 , "3HSPJ174017.4+432450" , "" , "17 40 17.38" , "+43 24 50.0" , "6.7" , "0.09" , "-12.7" , 0.08 , "" , "" , "2WHSPJ174017.2+432450"
1632 , "3HSPJ174109.0-733814" , "" , "17 41 08.97" , "-73 38 13.99" , "9.9" , "" , "-11.9" , 0.5 , "" , "" , "2WHSPJ174108.8-733813"
1633 , "3HSPJ174357.5+375310" , "" , "17 43 57.53" , "+37 53 09.99" , "4.1" , "0.09" , "-12.5" , 0.13 , "" , "" , "2WHSPJ174357.4+375309"
1634 , "3HSPJ174357.8+193509" , "5BZGJ1743+1935" , "17 43 57.83" , "+19 35 08.98" , "309.1" , "3.78" , "-11.3" , 2 , "4FGL J1744.0+1935" , "1.78" , "2WHSPJ174357.7+193508"
1635 , "3HSPJ174419.8+185218" , "" , "17 44 19.79" , "+18 52 18.01" , "12.8" , "0.17" , "-12" , 0.4 , "4FGL J1744.4+1851" , "1.61" , "2WHSPJ174419.7+185218"
1636 , "3HSPJ174442.8+134802" , "" , "17 44 42.83" , "+13 48 02.01" , "143.5" , "" , "-12.1" , 0.32 , "" , "" , ""
1637 , "3HSPJ174459.5-172639" , "" , "17 44 59.52" , "-17 26 39.01" , "33.6" , "1.5" , "-11.2" , 2.51 , "4FGL J1744.9-1727" , "2.08" , ""
1638 , "3HSPJ174537.8+395130" , "5BZGJ1745+3951" , "17 45 37.75" , "+39 51 29.98" , "635.8" , "0.29" , "-12.2" , 0.25 , "4FGL J1745.6+3950" , "1.69" , ""
1639 , "3HSPJ174632.4+502810" , "5BZBJ1746+5028" , "17 46 32.35" , "+50 28 09.98" , "3.9" , "" , "-12.7?" , 0.08 , "" , "" , ""
1640 , "3HSPJ174702.5+493801" , "5BZBJ1747+4937" , "17 47 02.51" , "+49 38 00.99" , "7.9" , "0.39" , "-12" , 0.4 , "4FGL J1747.2+4937" , "2.12" , "2WHSPJ174702.5+493800"
1641 , "3HSPJ174837.6-085440" , "" , "17 48 37.62" , "-08 54 39.99" , "50.5" , "0.61" , "-12.7?" , 0.08 , "4FGL J1748.5-0854" , "2.02" , ""
1642 , "3HSPJ174929.9+463135" , "" , "17 49 29.93" , "+46 31 35.0" , "3.5" , "0.1" , "-12.5" , 0.13 , "" , "" , "2WHSPJ174929.8+463135"
1643 , "3HSPJ175052.7+550750" , "" , "17 50 52.73" , "+55 07 50.01" , "11.4" , "0.03" , "-12.7" , 0.08 , "" , "" , "2WHSPJ175052.6+550750"
1644 , "3HSPJ175156.8+655117" , "" , "17 51 56.84" , "+65 51 16.99" , "40.6" , "0.04" , "-12.7" , 0.08 , "" , "" , "2WHSPJ175156.8+655116"
1645 , "3HSPJ175328.1+321848" , "" , "17 53 28.08" , "+32 18 47.98" , "2.9" , "0.17" , "-12.5" , 0.13 , "" , "2.02" , "2WHSPJ175328.0+321847"
1646 , "3HSPJ175600.7+332924" , "" , "17 56 00.68" , "+33 29 24.0" , "21.2" , "0.04" , "-12.8" , 0.06 , "" , "" , "2WHSPJ175600.5+332924"
1647 , "3HSPJ175615.1+552218" , "5BZBJ1756+5522" , "17 56 15.9" , "+55 22 18.01" , "16.9" , "2.04" , "-11.4" , 1.58 , "4FGL J1756.3+5522" , "1.98" , "2WHSPJ175615.9+552218"
1648 , "3HSPJ175713.1+703337" , "5BZBJ1757+7033" , "17 57 13.07" , "+70 33 37.0" , "10.9" , "1" , "-11.8" , 0.63 , "4FGL J1757.0+7032" , "1.71" , "2WHSPJ175713.1+703337"
1649 , "3HSPJ175751.0-453506" , "" , "17 57 51.3" , "-45 35 06.0" , "51.2" , "0.18" , "-11.9" , 0.5 , "" , "" , "2WHSPJ175751.2-453506"
1650 , "3HSPJ175949.2+703719" , "5BZBJ1759+7037" , "17 59 49.19" , "+70 37 18.98" , "11.5" , "0.31" , "-12.3" , 0.2 , "4FGL J1800.1+7037" , "2.12" , "2WHSPJ175949.1+703718"
1651 , "3HSPJ175955.3+150109" , "" , "17 59 55.26" , "+15 01 09.01" , "2.9" , "0.34" , "-11.9" , 0.5 , "" , "" , "2WHSPJ175955.2+150109"
1652 , "3HSPJ180002.0+281045" , "" , "18 00 02.04" , "+28 10 45.01" , "9" , "0.44" , "-12" , 0.4 , "4FGL J1800.1+2812" , "1.88" , "2WHSPJ180001.9+281045"
1653 , "3HSPJ180144.0+295055" , "" , "18 01 43.96" , "+29 50 54.99" , "17.9" , "0.41" , "-12.1" , 0.32 , "FL8Y J1801.8+2948" , "" , "2WHSPJ180143.9+295054"
1654 , "3HSPJ180158.9+610938" , "" , "18 01 58.92" , "+61 09 38.01" , "29.5" , "0.08" , "-12.2" , 0.25 , "" , "" , "2WHSPJ180158.9+610938"
1655 , "3HSPJ180311.4+723504" , "" , "18 03 11.44" , "+72 35 03.98" , "21.7" , "0.02" , "-12.7" , 0.08 , "" , "" , "2WHSPJ180311.3+723503"
1656 , "3HSPJ180354.3+654825" , "5BZBJ1803+6548" , "18 03 54.31" , "+65 48 24.98" , "40.3" , "0.05" , "-12.7" , 0.08 , "FL8Y J1803.4+6548" , "" , "2WHSPJ180354.3+654824"
1657 , "3HSPJ180408.9+004222" , "5BZGJ1804+0042" , "18 04 08.88" , "+00 42 21.99" , "171.5" , "1.96" , "-11.2" , 2.51 , "" , "" , "2WHSPJ180408.8+004221"
1658 , "3HSPJ180409.0+562122" , "" , "18 04 09.3" , "+56 21 21.99" , "4.5" , "0.15" , "-12.4" , 0.16 , "" , "" , "2WHSPJ180409.3+562121"
1659 , "3HSPJ180431.9+614113" , "" , "18 04 31.93" , "+61 41 12.98" , "3.8" , "0.03" , "-12.9" , 0.05 , "" , "" , "2WHSPJ180432.2+614120"
1660 , "3HSPJ180451.4+322026" , "" , "18 04 51.38" , "+32 20 26.01" , "10.6" , "0.23" , "-12.3" , 0.2 , "" , "" , "2WHSPJ180451.3+322026"
1661 , "3HSPJ180732.2+642926" , "" , "18 07 32.17" , "+64 29 26.01" , "61.1" , "0.02" , "-12.4" , 0.16 , "4FGL J1807.2+6429" , "2.09" , ""
1662 , "3HSPJ180832.7+510407" , "" , "18 08 32.71" , "+51 04 06.99" , "4.7" , "0.09" , "-12.3" , 0.2 , "" , "" , "2WHSPJ180832.7+510406"
1663 , "3HSPJ180845.7+241905" , "" , "18 08 45.68" , "+24 19 05.01" , "4.6" , "0.12" , "-12.3" , 0.2 , "4FGL J1808.8+2419" , "2.15" , "2WHSPJ180845.6+241905"
1664 , "3HSPJ180849.7+352042" , "" , "18 08 49.68" , "+35 20 41.99" , "30.6" , "" , "-12.4?" , 0.16 , "4FGL J1808.8+3522" , "2.44" , ""
1665 , "3HSPJ180925.4+204131" , "5BZBJ1809+2041" , "18 09 25.42" , "+20 41 30.98" , "52.5" , "1" , "-11.5" , 1.26 , "4FGL J1809.3+2042" , "1.88" , "2WHSPJ180925.3+204130"
1666 , "3HSPJ181118.0+034113" , "5BZBJ1811+0341" , "18 11 18.01" , "+03 41 12.98" , "21" , "0.23" , "-11.3" , 2 , "4FGL J1811.3+0340" , "1.71" , "2WHSPJ181117.9+034112"
1667 , "3HSPJ181335.0+314417" , "5BZBJ1813+3144" , "18 13 35.2" , "+31 44 17.01" , "192" , "0.09" , "-11.4" , 1.58 , "4FGL J1813.5+3144" , "2.12" , ""
1668 , "3HSPJ181403.4+382810" , "" , "18 14 03.42" , "+38 28 09.98" , "7" , "0.38" , "-12.1" , 0.32 , "4FGL J1814.0+3828" , "2.15" , "2WHSPJ181403.4+382809"
1669 , "3HSPJ182021.0+362343" , "" , "18 20 20.98" , "+36 23 43.0" , "13.9" , "0.35" , "-12.1" , 0.32 , "4FGL J1820.3+3624" , "1.78" , "2WHSPJ182020.8+362343"
1670 , "3HSPJ182338.6-345412" , "5BZUJ1823-3454" , "18 23 38.59" , "-34 54 11.98" , "132.5" , "3.12" , "-10.9" , 5.01 , "4FGL J1823.6-3453" , "1.75" , "2WHSPJ182338.5-345411"
1671 , "3HSPJ182419.0+430949" , "" , "18 24 19.02" , "+43 09 48.99" , "33.7" , "0.81" , "-11.7" , 0.79 , "4FGL J1824.5+4311" , "1.72" , "2WHSPJ182419.0+430948"
1672 , "3HSPJ182532.0+601922" , "" , "18 25 31.97" , "+60 19 22.0" , "5.2" , "0.09" , "-12.5" , 0.13 , "" , "" , "2WHSPJ182531.9+601922"
1673 , "3HSPJ182833.5-592054" , "" , "18 28 33.54" , "-59 20 53.98" , "7.3" , "0.44" , "-11.8" , 0.63 , "" , "" , "2WHSPJ182833.4-592053"
1674 , "3HSPJ182854.7-241735" , "" , "18 28 54.71" , "-24 17 35.01" , "116.5" , "0.31" , "-11.8" , 0.63 , "4FGL J1829.0-2417" , "1.99" , ""
1675 , "3HSPJ182924.3+540259" , "5BZBJ1829+5402" , "18 29 24.29" , "+54 02 58.99" , "25.9" , "0.12" , "-11.8" , 0.63 , "4FGL J1829.3+5402" , "1.93" , ""
1676 , "3HSPJ183141.0+422130" , "" , "18 31 41.0" , "+42 21 29.98" , "11.4" , "0.06" , "-12.5" , 0.13 , "" , "" , "2WHSPJ183140.9+422129"
1677 , "3HSPJ183201.0+382137" , "" , "18 32 00.97" , "+38 21 37.0" , "36.8" , "0.19" , "-12.2" , 0.25 , "4FGL J1831.9+3820" , "2.05" , "2WHSPJ183200.9+382137"
1678 , "3HSPJ183229.4+512128" , "" , "18 32 29.35" , "+51 21 28.0" , "9.9" , "" , "-12.9" , 0.05 , "" , "" , "2WHSPJ183229.2+512128"
1679 , "3HSPJ183806.7-600032" , "" , "18 38 06.73" , "-60 00 32.0" , "79.6" , "" , "-12" , 0.4 , "4FGL J1838.0-5959" , "1.86" , "2WHSPJ183806.7-600032"
1680 , "3HSPJ183820.6-602522" , "" , "18 38 20.64" , "-60 25 22.0" , "42.4" , "0.42" , "-12" , 0.4 , "4FGL J1838.4-6023" , "1.87" , "2WHSPJ183820.5-602522"
1681 , "3HSPJ183849.1+480234" , "5BZBJ1838+4802" , "18 38 49.14" , "+48 02 34.0" , "30.2" , "0.81" , "-11.1" , 3.16 , "4FGL J1838.8+4802" , "1.81" , "2WHSPJ183849.0+480234"
1682 , "3HSPJ184120.0+590608" , "5BZBJ1841+5906" , "18 41 20.3" , "+59 06 07.99" , "19.6" , "0.1" , "-12.5" , 0.13 , "" , "" , "2WHSPJ184120.2+590607"
1683 , "3HSPJ184121.7+290940" , "" , "18 41 21.72" , "+29 09 39.99" , "64.6" , "8.59" , "-11.6" , 1 , "4FGL J1841.3+2909" , "1.57" , "2WHSPJ184121.7+290939"
1684 , "3HSPJ184147.0+321839" , "5BZBJ1841+3218" , "18 41 47.04" , "+32 18 38.98" , "22.1" , "0.54" , "-11.9" , 0.5 , "4FGL J1841.8+3218" , "2.06" , "2WHSPJ184146.9+321838"
1685 , "3HSPJ184207.4+521702" , "" , "18 42 07.44" , "+52 17 02.0" , "24.4" , "0.12" , "-12.5" , 0.13 , "" , "" , "2WHSPJ184207.3+521702"
1686 , "3HSPJ184229.8-584157" , "" , "18 42 29.82" , "-58 41 57.01" , "" , "1" , "-11.4" , 1.58 , "4FGL J1842.4-5840" , "1.7" , ""
1687 , "3HSPJ184425.4+154645" , "" , "18 44 25.36" , "+15 46 45.01" , "84.1" , "0.11" , "-11.4" , 1.58 , "4FGL J1844.4+1547" , "2.03" , ""
1688 , "3HSPJ184430.9+544144" , "" , "18 44 30.85" , "+54 41 44.01" , "50.2" , "0.13" , "-11.9" , 0.5 , "" , "" , "2WHSPJ184430.7+544144"
1689 , "3HSPJ184445.7-324641" , "" , "18 44 45.65" , "-32 46 41.01" , "15.6" , "" , "-11.9?" , 0.5 , "4FGL J1844.8-3248" , "1.89" , ""
1690 , "3HSPJ184514.1+555242" , "" , "18 45 14.11" , "+55 52 41.98" , "7.3" , "" , "-12.5" , 0.13 , "" , "" , "2WHSPJ184514.0+555241"
1691 , "3HSPJ184642.7+561627" , "" , "18 46 42.66" , "+56 16 27.01" , "16.2" , "0.12" , "-12.4" , 0.16 , "" , "" , "2WHSPJ184642.6+561627"
1692 , "3HSPJ184822.6+653657" , "5BZBJ1848+6537" , "18 48 22.55" , "+65 36 56.98" , "9.7" , "0.48" , "-12.2" , 0.25 , "4FGL J1848.5+6537" , "1.58" , "2WHSPJ184822.4+653656"
1693 , "3HSPJ184847.1+424539" , "5BZBJ1848+4245" , "18 48 47.11" , "+42 45 38.98" , "22.1" , "1.94" , "-11.5" , 1.26 , "4FGL J1848.9+4247" , "1.66" , "2WHSPJ184847.1+424538"
1694 , "3HSPJ184919.5-164724" , "" , "18 49 19.45" , "-16 47 23.99" , "36.5" , "0.28" , "-11.7?" , 0.79 , "4FGL J1849.2-1647" , "1.61" , ""
1695 , "3HSPJ184951.7+745318" , "" , "18 49 51.66" , "+74 53 17.98" , "23" , "0.04" , "-12.6" , 0.1 , "" , "" , "2WHSPJ184951.5+745317"
1696 , "3HSPJ185024.0+263153" , "" , "18 50 24.03" , "+26 31 53.0" , "19" , "1.9" , "-11.9" , 0.5 , "4FGL J1850.5+2631" , "1.77" , "2WHSPJ185023.9+263153"
1697 , "3HSPJ185352.1+671355" , "5BZBJ1853+6713" , "18 53 52.06" , "+67 13 54.98" , "11.2" , "0.24" , "-12" , 0.4 , "4FGL J1853.8+6714" , "2.16" , "2WHSPJ185352.0+671354"
1698 , "3HSPJ185550.9+805223" , "" , "18 55 50.88" , "+80 52 23.01" , "8.7" , "0.03" , "-12.9" , 0.05 , "" , "" , "2WHSPJ185550.8+805223"
1699 , "3HSPJ185813.4+432451" , "" , "18 58 13.43" , "+43 24 51.01" , "67.4" , "" , "-11.9" , 0.5 , "4FGL J1858.3+4321" , "2.28" , "2WHSPJ185813.3+432451"
1700 , "3HSPJ190411.8+362658" , "" , "19 04 11.83" , "+36 26 57.98" , "98.8" , "3.14" , "-11.8" , 0.63 , "4FGL J1904.1+3627" , "2.1" , "2WHSPJ190411.8+362657"
1701 , "3HSPJ191052.1+285624" , "" , "19 10 52.13" , "+28 56 24.0" , "5.6" , "2.74" , "-11.8" , 0.63 , "4FGL J1910.8+2856" , "1.46" , ""
1702 , "3HSPJ191129.7-190824" , "" , "19 11 29.74" , "-19 08 24.0" , "440.4" , "" , "-11.6?" , 1 , "4FGL J1911.4-1908" , "1.77" , ""
1703 , "3HSPJ191251.2-124919" , "" , "19 12 51.15" , "-12 49 18.98" , "8.9" , "0.14" , "-11.9" , 0.5 , "4FGL J1912.7-1250" , "2.06" , ""
1704 , "3HSPJ191401.9+443832" , "" , "19 14 01.87" , "+44 38 31.99" , "15.6" , "0.12" , "-11.8" , 0.63 , "4FGL J1913.9+4439" , "1.85" , ""
1705 , "3HSPJ191803.6+033031" , "" , "19 18 03.59" , "+03 30 30.99" , "37.6" , "" , "-12.3" , 0.2 , "4FGL J1918.0+0331" , "1.79" , ""
1706 , "3HSPJ191809.6+375313" , "" , "19 18 09.64" , "+37 53 12.98" , "9.5" , "2.69" , "-11.6" , 1 , "4FGL J1918.1+3752" , "2.19" , "2WHSPJ191809.6+375312"
1707 , "3HSPJ192024.9+693537" , "" , "19 20 24.94" , "+69 35 36.99" , "9.6" , "0.03" , "-13" , 0.04 , "" , "" , "2WHSPJ192024.9+693536"
1708 , "3HSPJ192157.6+581701" , "" , "19 21 57.64" , "+58 17 00.99" , "10" , "0.13" , "-12.4" , 0.16 , "FL8Y J1921.7+5817" , "" , ""
1709 , "3HSPJ192242.3-745356" , "" , "19 22 42.29" , "-74 53 56.0" , "13.7" , "0.16" , "-11.8" , 0.63 , "4FGL J1922.5-7453" , "2.22" , "2WHSPJ192242.2-745356"
1710 , "3HSPJ192325.4-250209" , "" , "19 23 25.39" , "-25 02 08.98" , "4.4" , "0.29" , "-12" , 0.4 , "4FGL J1923.4-2503" , "1.73" , ""
1711 , "3HSPJ192502.2+281542" , "" , "19 25 02.24" , "+28 15 42.01" , "66.4" , "0.91" , "-11.6" , 1 , "4FGL J1925.0+2815" , "1.88" , ""
1712 , "3HSPJ192519.1+370535" , "" , "19 25 19.07" , "+37 05 35.01" , "11.5" , "5.33" , "-11.8" , 0.63 , "FL8Y J1925.4+3706" , "" , ""
1713 , "3HSPJ192527.1-722044" , "" , "19 25 27.13" , "-72 20 44.01" , "" , "0.09" , "-11.9" , 0.5 , "" , "" , "2WHSPJ192527.1-722044"
1714 , "3HSPJ192649.9+615442" , "5BZBJ1926+6154" , "19 26 49.88" , "+61 54 42.01" , "22.5" , "1.35" , "-11.4" , 1.58 , "4FGL J1926.8+6154" , "1.86" , "2WHSPJ192649.7+615442"
1715 , "3HSPJ193109.3+093716" , "5BZBJ1931+0937" , "19 31 09.25" , "+09 37 15.99" , "19.1" , "0.41" , "-10.7" , 7.94 , "4FGL J1931.1+0937" , "1.87" , "2WHSPJ193109.1+093715"
1716 , "3HSPJ193320.3+072621" , "5BZUJ1933+0726" , "19 33 20.27" , "+07 26 21.01" , "95.2" , "0.49" , "-11.7" , 0.79 , "4FGL J1933.3+0726" , "1.74" , "2WHSPJ193320.2+072621"
1717 , "3HSPJ193412.8-241920" , "" , "19 34 12.77" , "-24 19 19.99" , "19.2" , "0.86" , "-11.4" , 1.58 , "4FGL J1934.3-2419" , "1.59" , "2WHSPJ193412.7-241919"
1718 , "3HSPJ193419.6+600139" , "" , "19 34 19.61" , "+60 01 39.0" , "19" , "0.08" , "-12" , 0.4 , "4FGL J1934.2+6002" , "2.14" , "2WHSPJ193419.6+600139"
1719 , "3HSPJ193517.6+751933" , "" , "19 35 17.59" , "+75 19 32.98" , "5.3" , "0.1" , "-12.4" , 0.16 , "" , "" , "2WHSPJ193517.5+751932"
1720 , "3HSPJ193656.0-471950" , "5BZBJ1936-4719" , "19 36 56.1" , "-47 19 50.01" , "92.9" , "1.52" , "-11.2" , 2.51 , "4FGL J1936.9-4720" , "1.64" , "2WHSPJ193656.1-471950"
1721 , "3HSPJ193804.6-380117" , "" , "19 38 04.55" , "-38 01 17.0" , "11.4" , "0.05" , "-12.3?" , 0.2 , "" , "" , "2WHSPJ193804.5-380117"
1722 , "3HSPJ194247.5+103327" , "5BZBJ1942+1033" , "19 42 47.47" , "+10 33 26.99" , "99.1" , "0.97" , "-11" , 3.98 , "4FGL J1942.7+1033" , "1.82" , "2WHSPJ194247.3+103326"
1723 , "3HSPJ194333.8-053353" , "" , "19 43 33.79" , "-05 33 52.99" , "7.1" , "0.23" , ">-11.8" , 0.63 , "3FGL J1944.0-0535" , "2.35" , "2WHSPJ194333.7-053352"
1724 , "3HSPJ194356.2+211822" , "" , "19 43 56.23" , "+21 18 21.99" , "103.5" , "2.45" , "-11" , 3.98 , "4FGL J1944.0+2117" , "1.43" , "2WHSPJ194356.2+211821"
1725 , "3HSPJ194422.4-452331" , "" , "19 44 22.39" , "-45 23 30.98" , "67.3" , "0.42" , "-11.6" , 1 , "4FGL J1944.4-4523" , "1.56" , "2WHSPJ194422.3-452330"
1726 , "3HSPJ194455.2-214319" , "" , "19 44 55.15" , "-21 43 18.98" , "42.2" , "0.35" , "-12" , 0.4 , "4FGL J1944.9-2143" , "1.85" , "2WHSPJ194455.0-214318"
1727 , "3HSPJ194615.3-520848" , "" , "19 46 15.29" , "-52 08 48.01" , "95.3" , "0.1" , "-12.2" , 0.25 , "" , "" , "2WHSPJ194615.1-520848"
1728 , "3HSPJ194934.2+090653" , "" , "19 49 34.19" , "+09 06 52.99" , "28.2" , "0.05" , "-11.6" , 1 , "4FGL J1949.5+0906" , "2.47" , "2WHSPJ194934.1+090652"
1729 , "3HSPJ195021.9+604753" , "" , "19 50 21.88" , "+60 47 53.01" , "6.9" , "0.17" , "-12.1" , 0.32 , "" , "" , "2WHSPJ195020.9+604750"
1730 , "3HSPJ195134.9-154930" , "" , "19 51 34.86" , "-15 49 29.99" , "6.4" , "0.14" , "-12.1" , 0.32 , "" , "" , "2WHSPJ195134.7-154929"
1731 , "3HSPJ195500.7-160338" , "" , "19 55 00.65" , "-16 03 38.01" , "24.8" , "0.33" , "-11.7" , 0.79 , "4FGL J1955.1-1604" , "2.05" , "2WHSPJ195500.5-160338"
1732 , "3HSPJ195502.8-564028" , "" , "19 55 02.84" , "-56 40 27.98" , "8.4" , "0.25" , "-11.5" , 1.26 , "4FGL J1954.9-5640" , "1.88" , "2WHSPJ195502.8-564027"
1733 , "3HSPJ195547.9+021512" , "" , "19 55 47.86" , "+02 15 11.98" , "32.1" , "0.33" , "-11.4" , 1.58 , "4FGL J1955.7+0214" , "1.93" , "2WHSPJ195547.8+021511"
